,ID,t,phi,f,P,mw,w10m,v,r,rf_modded
60,2002,3,120.5,1.98E-05,1002,0,0.69,26.57504098,142.3999295,5.682661813
61,2002,6,119.95,2.00E-05,1002,0,1.19,20.39229786,185.7718403,23.45859121
62,2002,9,119.4,2.02E-05,1002,0,3.14,20.37811226,237.0459969,60.6952378
63,2002,12,118.85,2.03E-05,1001,0,4.08,20.36379822,292.0355701,490.7642956
64,2002,15,118.3,2.05E-05,1000,0,5.55,20.34935585,348.9422836,181.7422866
65,2002,18,117.95,2.08E-05,999,17.5,4.79,14.478948,392.0367055,6.75226168
66,2002,21,117.6,2.10E-05,998,35,3.95,14.4677759,435.0812774,79.25095618
67,2002,24,117.15,2.14E-05,998,35,2.41,20.54787755,495.9692521,10.98639449
68,1409,-24,126.25,1.59E-05,962.5,67.5,0.45,0,611.8870412,41.57855212
69,1409,-21,125.6,1.60E-05,960,70,1.7,23.60170553,544.1725625,0.905851631
70,1409,-18,125.15,1.61E-05,955,75,1.78,16.69779516,494.744205,0.004494616
71,1409,-15,124.7,1.62E-05,950,80,2,16.69147687,445.5417394,0.083690016
72,1409,-12,124.05,1.65E-05,947.5,82.5,2.55,25.24158398,369.6337962,21.71181399
73,1409,-9,123.4,1.69E-05,945,85,2.96,25.21912211,293.949009,400.0105742
74,1409,-6,122.65,1.72E-05,945,85,3.08,29.22662249,206.4051973,438.7974067
75,1409,-3,121.9,1.76E-05,945,85,2.9,29.19439029,119.678222,138.6094434
76,1409,0,121.15,1.77E-05,952.5,77.5,5.2,27.24369073,58.81026375,11.26205216
77,1409,3,120.4,1.78E-05,960,70,5.26,27.23192808,77.19744621,1.478021652
78,1409,6,119.7,1.84E-05,962.5,67.5,5.68,30.14290393,138.1869027,289.5452637
79,1409,9,119,1.89E-05,965,65,6.69,30.099378,220.0288367,294.7514029
80,1409,12,118.3,1.89E-05,967.5,62.5,9.23,25.07771505,293.4754995,98.86466734
81,1409,15,117.6,1.89E-05,970,60,7.63,25.07771505,367.6453466,36.58448026
82,1409,18,117.2,1.93E-05,970,60,5.28,17.04069548,414.3625267,24.2419447
83,1409,21,116.8,1.96E-05,970,60,3.14,17.02622197,461.8264399,11.0028903
84,1409,24,116.2,1.99E-05,965,62.5,2.54,24.11703653,531.7962034,14.67571503
85,1325,-24,125.75,1.92E-05,977.5,62.5,1.75,0,517.7282557,65.73663116
86,1325,-21,125.4,1.92E-05,975,65,1.27,12.52697141,480.6003323,3.4710516
87,1325,-18,124.95,1.92E-05,972.5,67.5,1.28,16.1061061,432.979296,1.774458667
88,1325,-15,124.5,1.92E-05,970,70,1.38,16.1061061,385.5318168,8.427418055
89,1325,-12,123.9,1.92E-05,970,70,1.42,21.47480813,322.6708067,26.41983865
90,1325,-9,123.3,1.92E-05,970,70,1.4,21.47480813,260.5746153,37.06494891
91,1325,-6,122.85,1.93E-05,970,70,2.37,16.20812801,216.9150115,36.01351412
92,1325,-3,122.4,1.93E-05,970,70,3.42,16.2042901,175.9326104,23.00909702
93,1325,0,121.45,1.94E-05,972.5,67.5,3.71,34.02761346,106.4388374,361.3924236
94,1325,3,120.5,1.94E-05,975,65,4.31,34.01941778,112.0617763,140.7275506
95,1325,6,119.75,1.93E-05,975,65,5.63,27.40468372,156.0331391,2.807247353
96,1325,9,119,1.91E-05,975,65,5.02,27.42347612,222.9666188,0.219224035
97,1325,12,118.6,1.91E-05,972.5,67.5,4.01,14.32335264,264.3113048,51.51077905
98,1325,15,118.2,1.91E-05,970,70,4.53,14.32335264,306.1040188,94.17428815
99,1325,18,117.6,1.89E-05,970,70,5.72,21.81114279,367.6453466,15.000224
100,1325,21,117,1.88E-05,970,70,5.23,21.82108475,430.4383279,46.81511682
101,1325,24,116.35,1.89E-05,967.5,72.5,4.32,23.36524042,500.4183453,23.62194022
102,1914,-24,126.3,2.27E-05,1008,0,2.05,0,689.5697204,98.14036421
103,1914,-21,126.1,2.27E-05,1007,0,1.8,7.290596043,669.2794308,61.89015664
104,1914,-18,125.9,2.26E-05,1006,0,1.92,7.292544045,649.071402,32.68229741
105,1914,-15,125.45,2.26E-05,1006,0,3.31,15.87163909,611.5614084,2.095807154
106,1914,-12,125,2.26E-05,1006,0,3.99,15.87163909,575.5479028,35.43445805
107,1914,-9,124.4,2.26E-05,1006,0,3.25,21.16218545,530.3830829,35.14894928
108,1914,-6,123.8,2.26E-05,1006,0,2.06,21.16218545,489.3037159,12.05697459
109,1914,-3,123.25,2.27E-05,1006,0,2.02,19.73736996,465.5880032,14.63440903
110,1914,0,122.7,2.28E-05,1006,0,1.87,19.7264154,448.5557161,12.13107634
111,1914,3,122.3,2.36E-05,1005,0,1.98,26.26592902,496.5611649,13.87253168
112,1914,6,121.9,2.43E-05,1004,0,1.86,26.23904813,551.8435543,3.734768468
113,1914,9,121.2,2.40E-05,1004,0,2.27,26.20848644,516.1306765,9.982428816
114,1914,12,120.5,2.37E-05,1004,0,3.31,26.24320311,490.50458,19.2673784
115,1914,15,119.55,2.39E-05,1003,0,3.86,33.7596924,526.5224979,2.029019253
116,1914,18,118.6,2.40E-05,1002,0,2.36,33.72972288,578.1544813,150.6566531
117,1914,21,117.95,2.39E-05,1002,0,2.08,23.45058951,596.8393844,147.9486255
118,1914,24,117.3,2.37E-05,1002,0,1.62,23.47063256,623.0796587,381.3519472
119,1724,-24,126.35,1.47E-05,1005,0,4.13,0,667.9970278,46.37424638
120,1724,-21,125.6,1.52E-05,1004,0,2.4,30.97358519,574.3263632,55.72103379
121,1724,-18,124.95,1.56E-05,1005,0,2.45,26.03922536,495.902524,76.06646489
122,1724,-15,124.3,1.60E-05,1006,0,2.37,26.01443846,417.6875953,88.76824692
123,1724,-12,123.55,1.64E-05,1005,0,2.61,29.29918779,330.5465911,113.5620535
124,1724,-9,122.8,1.67E-05,1004,0,2.64,29.26854214,244.3880429,96.14310827
125,1724,-6,122.15,1.70E-05,1004,0,4.61,25.20544721,172.2109836,106.5696153
126,1724,-3,121.5,1.73E-05,1004,0,5.04,25.18232647,105.3435278,24.65036742
127,1724,0,120.9,1.77E-05,1004,0,4.41,24.27762926,56.64976819,382.256886
128,1724,3,120.3,1.81E-05,1004,0,3.6,24.25215356,76.96753567,935.8221454
129,1724,6,119.75,1.85E-05,1003,17.5,2.35,22.64583038,133.1032901,965.3357132
130,1724,9,119.2,1.88E-05,1002,35,2.73,22.62200862,196.6025899,233.8079328
131,1724,12,118.85,1.94E-05,1002,35,4.28,20.82752501,247.2838438,914.9932895
132,1724,15,118.5,1.99E-05,1002,35,3.29,20.81115625,302.1578491,2499.747072
133,1724,18,118.05,2.05E-05,1002,35,3.6,24.4682718,371.1706085,4.125923683
134,1724,21,117.6,2.11E-05,1002,35,3.55,24.44118485,441.2377161,107.3667982
135,1724,24,117.3,2.13E-05,1001,35,2.14,12.00239104,476.7061548,25.13088824
136,1829,-24,127.7,1.34E-05,1002,0,2.58,0,858.9052651,10.63399819
137,1829,-21,127.25,1.36E-05,1003,0,4.4,17.9930736,804.9284273,29.58883296
138,1829,-18,126.8,1.39E-05,1004,0,5.19,17.98304023,751.0639588,82.22928086
139,1829,-15,126.1,1.41E-05,1004,0,4.89,26.53195234,674.5415668,129.9263196
140,1829,-12,125.4,1.44E-05,1004,0,3.14,26.51490052,599.0117361,65.83844676
141,1829,-9,124.45,1.41E-05,1005,0,2.79,35.36219412,534.8651995,102.5494642
142,1829,-6,123.5,1.39E-05,1006,0,2.64,35.38535325,485.4215965,128.6983986
143,1829,-3,122.55,1.37E-05,1005,0,2.74,35.06270992,450.4508453,134.8346304
144,1829,0,121.6,1.35E-05,1004,0,3.31,35.07974319,438.4458081,120.1809665
145,1829,3,120.85,1.34E-05,1005,0,4.26,27.60387671,444.5370508,130.7331962
146,1829,6,120.1,1.33E-05,1006,0,5.7,27.61268877,465.5213952,245.9370497
147,1829,9,119.25,1.34E-05,1006,0,5.25,31.48979794,477.930705,157.575468
148,1829,12,118.4,1.36E-05,1006,0,4.49,31.47467516,507.8426093,103.5942954
149,1829,15,117.7,1.39E-05,1005,17.5,3.54,27.11813474,533.0328587,54.51592678
150,1829,18,117,1.42E-05,1004,35,3.25,27.09750466,568.6727522,48.37183809
151,1829,21,116.3,1.44E-05,1004,35,3.25,26.05514889,619.2413198,33.60850266
152,1829,24,115.6,1.46E-05,1004,35,3.05,26.04187839,674.9677325,11.84382076
153,1311,-24,126.45,1.80E-05,952.5,82.5,1.66,0,590.3563213,16.57871197
154,1311,-21,125.9,1.82E-05,950,85,1.36,20.52277952,530.1356319,0.066030112
155,1311,-18,125.35,1.86E-05,945,87.5,1.12,22.63794118,470.5919764,0.001317302
156,1311,-15,124.8,1.89E-05,940,90,1.34,22.61396535,413.9939184,0.282439896
157,1311,-12,124.15,1.92E-05,932.5,97.5,1.66,24.41237023,348.793565,1.635429027
158,1311,-9,123.5,1.94E-05,925,105,1.17,24.39107837,287.8002891,42.99083166
159,1311,-6,122.85,1.98E-05,930,100,1.99,25.72471907,240.076505,70.45427023
160,1311,-3,122.2,2.02E-05,935,95,2.64,25.69345963,210.9960277,29.16919544
161,1311,0,121.5,2.05E-05,945,85,3.37,27.2772972,206.8199031,0.393061111
162,1311,3,120.8,2.09E-05,955,75,4.43,27.24195593,233.3957655,69.71065147
163,1311,6,120,2.12E-05,960,72.5,4.75,29.8637248,280.5558665,65.70744293
164,1311,9,119.2,2.15E-05,965,70,4.5,29.82758853,344.8301564,24.95856244
165,1311,12,118.6,2.19E-05,965,70,4.63,24.86471559,413.290977,4.029239329
166,1311,15,118,2.24E-05,965,70,5.87,24.82945647,483.3088348,0.112051751
167,1311,18,117.25,2.24E-05,965,70,4.25,26.5398124,542.3084884,41.31872742
168,1311,21,116.5,2.25E-05,965,70,4.34,26.5323361,605.9842263,7.105586516
169,1311,24,115.85,2.27E-05,962.5,70,3.77,23.58135659,670.512144,19.41996561
170,1510,-24,125,1.93E-05,990,40,3.76,0,440.1512506,90.94912747
171,1510,-21,124.8,1.97E-05,990,40,3.42,14.78651547,428.3469913,60.3038214
172,1510,-18,124.6,2.02E-05,990,40,3.77,14.78063406,421.0396799,80.87563474
173,1510,-15,124.2,2.04E-05,987.5,42.5,3.81,16.05255992,391.9425824,14.44434157
174,1510,-12,123.8,2.07E-05,985,45,3.71,16.0396011,367.0414354,3.06358871
175,1510,-9,123.4,2.08E-05,985,45,4.22,15.26454709,343.5684733,115.7992849
176,1510,-6,123,2.10E-05,985,45,4.98,15.25414,324.9946037,127.3456569
177,1510,-3,122.8,2.11E-05,985,45,4.92,8.006615797,320.0032559,23.04285558
178,1510,0,122.6,2.13E-05,985,45,3.61,8.003272638,316.7869072,59.31320766
179,1510,3,122.3,2.16E-05,987.5,42.5,3.71,14.09089928,325.3387384,138.2044421
180,1510,6,122,2.19E-05,990,40,4.15,14.08000982,339.0558762,89.89909137
181,1510,9,121.15,2.22E-05,991,40,4.1,31.43053278,349.5769836,132.9765338
182,1510,12,120.3,2.25E-05,992,40,2.8,31.39018704,383.730857,101.7806738
183,1510,15,120.05,2.24E-05,992,40,3.83,9.016852387,384.2218493,88.52670337
184,1510,18,119.8,2.24E-05,992,40,6.47,9.019290292,386.6172269,71.43093409
185,1510,21,119.65,2.25E-05,992,40,6.54,7.66801259,407.5882682,7.589967821
186,1510,24,119.5,2.27E-05,992,40,4.45,7.664905716,428.7500836,0.06372351
187,1929,-24,124.9,1.44E-05,975,75,4.26,0,556.0443757,115.9959959
188,1929,-21,124.15,1.46E-05,972.5,77.5,4.39,28.24727934,480.0498843,263.7156487
189,1929,-18,123.4,1.49E-05,970,80,2.71,28.22827671,407.7150178,152.6260515
190,1929,-15,122.9,1.49E-05,972.5,77.5,2.49,18.25178753,370.2078492,107.7055322
191,1929,-12,122.4,1.50E-05,975,75,2.89,18.24847321,337.4745266,106.0440814
192,1929,-9,121.85,1.51E-05,977.5,72.5,3.48,20.30236463,304.0253823,134.2338556
193,1929,-6,121.3,1.52E-05,980,70,3.94,20.29505459,280.0175387,217.6217927
194,1929,-3,120.7,1.55E-05,982.5,67.5,5.1,22.97628995,257.5171415,58.8463923
195,1929,0,120.1,1.57E-05,985,65,5.62,22.96050267,252.4087636,213.0646777
196,1929,3,119.7,1.59E-05,988.5,60,5.37,15.50870476,257.7172226,0.071190832
197,1929,6,119.3,1.61E-05,992,55,5.02,15.50071978,270.9735842,304.5510863
198,1929,9,118.95,1.63E-05,988.5,60,4.13,13.81960991,286.8807349,27.74488153
199,1929,12,118.6,1.65E-05,985,65,3.94,13.81260065,307.5240474,15.56332241
200,1929,15,118.3,1.67E-05,980,70,3.64,12.17349499,327.1825703,15.12747068
201,1929,18,118,1.69E-05,975,75,2.86,12.16752677,349.4932684,2.71688061
202,1929,21,117.85,1.72E-05,980,70,3.18,10.71291239,354.9861177,22.24301164
203,1929,24,117.7,1.75E-05,985,65,3.51,10.71004822,363.1799219,107.0713118
204,1102,-24,127.35,1.69E-05,940,90,0.91,0,701.2144919,170.2353414
205,1102,-21,127.2,1.73E-05,935,95,0.98,14.02931716,678.0805217,82.88141797
206,1102,-18,126.85,1.79E-05,932.5,97.5,1.52,20.86903353,634.3210507,21.16725758
207,1102,-15,126.5,1.85E-05,930,100,1.73,20.85383501,594.2283772,8.47189544
208,1102,-12,126.15,1.90E-05,925,102.5,1.76,20.83819525,558.5766077,11.40619271
209,1102,-9,125.8,1.96E-05,920,105,1.97,20.8221171,528.246723,8.653076327
210,1102,-6,125.45,1.99E-05,920,105,3.31,16.70817195,499.4732466,1.270833825
211,1102,-3,125.1,2.03E-05,920,105,3.55,16.69419107,474.4786684,0.799060051
212,1102,0,124.8,2.09E-05,920,105,4.04,21.34938788,468.8308928,3.873931145
213,1102,3,124.5,2.15E-05,920,105,4.17,21.33552052,472.1551261,8.511484782
214,1102,6,124.2,2.20E-05,920,105,4.22,19.73965142,480.3905187,5.518642939
215,1102,9,123.9,2.26E-05,920,105,3.68,19.72546014,495.822223,0.328899045
216,1102,12,123.65,2.33E-05,925,102.5,4.03,23.87286721,534.5698609,2.45614687
217,1102,15,123.4,2.40E-05,930,100,4.6,23.86169261,579.7834367,3.118010955
218,1102,18,123.25,2.47E-05,930,97.5,4.77,21.01073786,628.7863907,4.767840247
219,1102,21,123.1,2.53E-05,930,95,5.29,21.00657642,680.1782432,3.672269413
220,1102,24,123.2,2.60E-05,935,92.5,4.15,20.64186674,741.1226539,47.08012909
221,1003,-24,122.95,1.96E-05,1008,0,1.36,0,240.7529615,38.5756302
222,1003,-21,122.8,1.94E-05,1008,0,0.64,7.717193626,218.8745625,3.541650726
223,1003,-18,122.6,1.93E-05,1008,0,0.9,8.054501233,194.7952209,10.89332431
224,1003,-15,122.4,1.92E-05,1008,0,1.39,8.057542056,170.6972476,55.17115291
225,1003,-12,122.25,1.91E-05,1008,0,1.86,6.521770172,151.3940738,75.81052102
226,1003,-9,122.1,1.89E-05,1008,0,1.48,6.523855074,132.1361788,38.76885668
227,1003,-6,121.7,1.90E-05,1007,0,1.26,14.44563365,98.06764456,19.54000771
228,1003,-3,121.3,1.91E-05,1006,0,1.05,14.44227133,74.41094786,18.25210873
229,1003,0,120.6,1.89E-05,1006,0,0.62,25.68996244,64.30804836,43.23375638
230,1003,3,119.9,1.87E-05,1006,0,0.56,25.70711406,120.9584371,47.95168508
231,1003,6,119.4,1.86E-05,1005,0,1.58,18.31514028,171.666934,16.48395271
232,1003,9,118.9,1.85E-05,1004,0,1.38,18.3232127,224.4543557,0.067911856
233,1003,12,118.35,1.84E-05,1004,0,1.48,19.83149818,283.5344535,1.826207842
234,1003,15,117.8,1.83E-05,1004,0,2.05,19.83597517,342.8024685,4.007998825
235,1003,18,117.4,1.86E-05,1003,0,1.41,17.06897241,386.413766,3.525520945
236,1003,21,117,1.89E-05,1002,0,1.31,17.0549458,431.5126155,1.458651365
237,1003,24,116.8,1.94E-05,1001,17.5,3.39,16.43397798,459.510047,35.59986889
238,1220,-24,117.2,1.93E-05,992,45,1.48,0,415.4111979,10.67510748
239,1220,-21,117.45,1.93E-05,991,47.5,1.34,9.134894572,388.1032305,10.69904729
240,1220,-18,117.7,1.92E-05,990,50,1.58,9.136989268,360.7826295,1.81410571
241,1220,-15,117.85,1.92E-05,990,50,2.55,5.368702033,345.066929,0.299409441
242,1220,-12,118,1.92E-05,990,50,2.77,5.368702033,329.3889472,6.64770215
243,1220,-9,118.1,1.91E-05,991,47.5,2.88,4.029527666,317.7349046,52.70262794
244,1220,-6,118.2,1.91E-05,992,45,1.98,4.030281924,306.1040188,4.666690124
245,1220,-3,118.25,1.89E-05,992,45,1.95,4.109943099,298.755712,14.33936386
246,1220,0,118.3,1.88E-05,992,45,3.49,4.110299817,291.7326043,35.30244241
247,1220,3,118.25,1.88E-05,992,45,3.91,2.575628899,296.3471391,48.43572218
248,1220,6,118.2,1.87E-05,992,45,3.61,2.575917188,301.0939669,138.8165846
249,1220,9,118.1,1.85E-05,993,42.5,3.57,6.607761423,310.6934526,197.4702755
250,1220,12,118,1.83E-05,994,40,3.23,6.609078078,321.2575113,163.1782144
251,1220,15,117.7,1.82E-05,994,40,3.04,11.39448257,353.9237843,130.125312
252,1220,18,117.4,1.81E-05,994,40,2.08,11.39906489,386.9047639,68.91354117
253,1220,21,117,1.81E-05,994,40,2.78,14.49157019,429.6140436,87.5603499
254,1220,24,116.6,1.82E-05,994,40,2.62,14.48835941,472.427447,52.81732383
255,1213,-24,125.9,2.10E-05,992,40,2.69,0,577.9651109,7.607181351
256,1213,-21,125.55,2.11E-05,992,40,3,12.96533666,549.2007112,5.571023322
257,1213,-18,125.2,2.13E-05,992,40,3.27,12.95900666,521.8243699,9.100905014
258,1213,-15,124.8,2.13E-05,992,40,2.78,14.1940478,485.6691425,4.926788867
259,1213,-12,124.4,2.13E-05,992,40,3.24,14.1940478,450.638255,30.07594444
260,1213,-9,124.1,2.14E-05,992,40,4.65,11.26458577,432.1598828,87.17098469
261,1213,-6,123.8,2.15E-05,992,40,5.62,11.2591786,415.6663109,94.72695172
262,1213,-3,123.6,2.17E-05,992,40,6.14,8.998279594,412.5870066,43.53779067
263,1213,0,123.4,2.19E-05,992,40,5.33,8.993717406,411.3064096,13.62547165
264,1213,3,123.05,2.22E-05,992,40,5.83,15.4442865,412.2484157,71.39784368
265,1213,6,122.7,2.25E-05,992,40,5.47,15.43040738,418.4589716,33.84575049
266,1213,9,121.8,2.29E-05,991,42.5,4.6,34.24027699,424.6062749,38.29832756
267,1213,12,120.9,2.33E-05,990,45,4.54,34.18034396,454.6536611,41.09599958
268,1213,15,120.2,2.34E-05,987.5,47.5,5.7,24.66553902,467.4504603,67.55775814
269,1213,18,119.5,2.34E-05,985,50,7.54,24.65826436,491.1685213,134.7470146
270,1213,21,118.85,2.34E-05,980,55,6.64,22.83244461,517.045726,69.81425363
271,1213,24,118.2,2.34E-05,975,60,5.15,22.83244461,550.2815813,23.87788351
272,1822,-24,127.4,1.96E-05,905,110,2.28,0,696.9255955,111.5340519
273,1822,-21,126.9,2.00E-05,905,110,2.32,23.1734834,651.9166101,76.08127679
274,1822,-18,126.3,2.05E-05,905,110,2.72,24.98060672,600.1666204,75.7120802
275,1822,-15,125.7,2.09E-05,905,110,2.93,24.94760774,554.1999207,73.63103484
276,1822,-12,124.9,2.13E-05,905,110,3.92,31.19440013,497.5237413,5.61845061
277,1822,-9,124.1,2.17E-05,905,110,4.78,31.14561641,453.8266569,5.53824892
278,1822,-6,123.2,2.21E-05,905,110,5.41,33.69506829,416.3665313,66.33967882
279,1822,-3,122.3,2.25E-05,905,110,6.31,33.64450218,401.8679689,104.5127753
280,1822,0,121.4,2.25E-05,922.5,100,6.9,31.76133813,379.4593965,0.00067078
281,1822,3,120.5,2.25E-05,940,90,7.23,31.76133813,380.3144615,19.3666244
282,1822,6,120.1,2.28E-05,940,90,7.68,16.85922479,415.2314329,6.418803209
283,1822,9,119.7,2.31E-05,940,90,7.88,16.84220371,453.0634218,26.93351588
284,1822,12,119,2.35E-05,945,87.5,8.65,27.78321045,515.4188398,161.0676418
285,1822,15,118.3,2.39E-05,950,85,8.49,27.73753503,582.8231258,154.3127898
286,1822,18,117.65,2.43E-05,952.5,82.5,6.76,25.30017498,646.1576134,61.16561744
287,1822,21,117,2.46E-05,955,80,4.44,25.26207348,711.7022906,3.145063349
288,1822,24,116.15,2.51E-05,957.5,77.5,3.64,33.09375974,800.3743279,1.068073128
289,1625,-24,123.2,1.39E-05,1000,0,2.98,0,467.6216275,73.61387445
290,1625,-21,122.85,1.41E-05,1000,0,2.2,14.73182923,429.2804127,58.9006329
291,1625,-18,122.5,1.44E-05,1000,0,2.47,14.72416473,392.2265383,28.94511464
292,1625,-15,121.9,1.44E-05,1000,0,3.47,21.89903653,364.0361967,64.45288334
293,1625,-12,121.3,1.45E-05,1000,0,3.79,21.89518532,346.1856433,83.68715953
294,1625,-9,121,1.46E-05,999,17.5,5.06,11.51478947,333.3557909,244.1341979
295,1625,-6,120.7,1.47E-05,998,35,6.09,11.51107688,323.7196399,123.4868622
296,1625,-3,120.3,1.53E-05,996,40,6.16,22.08122433,282.2633578,12.35715688
297,1625,0,119.9,1.59E-05,994,45,6.72,22.06495468,251.5582174,28.60954106
298,1625,3,119.3,1.62E-05,993,47.5,6.63,24.37433411,262.8314695,300.0376642
299,1625,6,118.7,1.66E-05,992,50,5.44,24.35093981,292.3300148,129.3207735
300,1625,9,118.2,1.70E-05,993,47.5,4.9,21.1801774,325.1279602,119.667035
301,1625,12,117.7,1.73E-05,994,45,4.76,21.16070095,365.8761282,70.73902917
302,1625,15,117.55,1.77E-05,994,45,4.98,10.70830638,375.7082613,55.42408066
303,1625,18,117.4,1.80E-05,994,45,4.29,10.70536455,387.8848065,58.10336008
304,1625,21,117.35,1.83E-05,994,45,3.07,9.420243963,391.4133598,2.205471752
305,1625,24,117.3,1.86E-05,994,45,2.92,9.419918613,396.8967109,2.535615835
306,1416,-24,123.7,2.13E-05,990,45,2.02,0,392.9397038,71.49128452
307,1416,-21,123.15,2.17E-05,990,45,2.83,24.45860007,386.3919355,303.9352521
308,1416,-18,122.6,2.22E-05,990,45,3.67,24.42443292,393.9491031,1187.517303
309,1416,-15,121.75,2.27E-05,987.5,45,3.55,33.41751161,407.2478874,2020.662147
310,1416,-12,120.9,2.32E-05,985,45,4.78,33.35529999,443.5557816,956.4980947
